      1.0000	      0.5754	      0.0485	      0.3041	      0.6566	      0.5385	      0.1110	     -0.0289	      0.1163	      0.3483	      0.2819	      0.2663	      0.1330	      0.1154	      0.3842	      0.0184	      0.0477	      0.6093	     -0.2950	     -0.1534	      0.1025	      0.1544	     -0.1252	     -0.0911
      0.5754	      1.0000	      0.2612	      0.4247	      0.4214	      0.4446	      0.3490	      0.1354	      0.2025	      0.3658	      0.1964	      0.1357	      0.0810	     -0.0319	      0.2158	     -0.1103	      0.0324	      0.2938	     -0.0028	     -0.1638	      0.0672	     -0.0548	     -0.0527	      0.0830
      0.0485	      0.2612	      1.0000	      0.5274	     -0.1232	      0.1168	      0.0608	      0.2354	     -0.2060	      0.0893	      0.0973	     -0.0621	     -0.0645	     -0.1793	      0.0933	     -0.2112	     -0.0175	      0.0998	      0.2786	      0.0519	      0.3250	      0.1944	      0.1597	      0.2302
      0.3041	      0.4247	      0.5274	      1.0000	      0.2113	      0.2858	      0.1174	      0.1876	      0.0025	      0.2036	      0.1796	      0.1258	     -0.0553	     -0.0019	     -0.0406	     -0.0439	      0.1654	      0.3545	      0.1632	      0.1514	      0.1663	      0.1086	      0.0170	      0.1406
      0.6566	      0.4214	     -0.1232	      0.2113	      1.0000	      0.4123	      0.0544	     -0.1745	      0.1360	      0.4094	      0.2322	      0.3812	     -0.0072	      0.2489	      0.3667	      0.1168	      0.1375	      0.4920	     -0.2925	     -0.1719	     -0.1566	     -0.0822	     -0.2492	     -0.1411
      0.5385	      0.4446	      0.1168	      0.2858	      0.4123	      1.0000	      0.3184	      0.0751	     -0.0399	      0.1104	      0.3822	      0.2693	      0.2940	      0.1364	      0.2992	     -0.0825	      0.1209	      0.3916	     -0.2716	     -0.1834	      0.1202	      0.2034	     -0.2581	     -0.0818
      0.1110	      0.3490	      0.0608	      0.1174	      0.0544	      0.3184	      1.0000	      0.0853	      0.2713	     -0.0241	      0.0419	     -0.1527	      0.0968	     -0.2882	      0.0530	     -0.2155	     -0.0320	      0.0230	      0.1689	      0.0300	     -0.1912	     -0.0823	     -0.2084	      0.0170
     -0.0289	      0.1354	      0.2354	      0.1876	     -0.1745	      0.0751	      0.0853	      1.0000	      0.1241	     -0.0139	     -0.0662	     -0.1756	     -0.0636	     -0.0849	     -0.1363	     -0.1739	     -0.2064	     -0.1946	      0.2745	      0.1669	     -0.0087	     -0.0656	      0.0287	      0.1275
      0.1163	      0.2025	     -0.2060	      0.0025	      0.1360	     -0.0399	      0.2713	      0.1241	      1.0000	      0.2765	      0.0472	      0.0012	     -0.2468	      0.1619	     -0.0850	     -0.0553	     -0.2698	     -0.1230	      0.0851	     -0.0503	     -0.1927	     -0.2233	     -0.0969	      0.0196
      0.3483	      0.3658	      0.0893	      0.2036	      0.4094	      0.1104	     -0.0241	     -0.0139	      0.2765	      1.0000	      0.4235	      0.2844	      0.0618	      0.2169	      0.3221	      0.0456	     -0.0668	      0.2005	     -0.1634	     -0.2250	      0.1588	      0.2207	      0.2031	      0.3347
      0.2819	      0.1964	      0.0973	      0.1796	      0.2322	      0.3822	      0.0419	     -0.0662	      0.0472	      0.4235	      1.0000	      0.5949	      0.4975	      0.2206	      0.3332	      0.2520	      0.2534	      0.4241	     -0.4788	     -0.4828	      0.4227	      0.4461	      0.1264	      0.1933
      0.2663	      0.1357	     -0.0621	      0.1258	      0.3812	      0.2693	     -0.1527	     -0.1756	      0.0012	      0.2844	      0.5949	      1.0000	      0.5243	      0.1671	      0.3973	      0.4503	      0.4217	      0.6523	     -0.5715	     -0.3775	      0.2936	      0.4156	     -0.1003	     -0.0954
      0.1330	      0.0810	     -0.0645	     -0.0553	     -0.0072	      0.2940	      0.0968	     -0.0636	     -0.2468	      0.0618	      0.4975	      0.5243	      1.0000	     -0.2372	      0.2881	      0.3352	      0.0780	      0.3065	     -0.3974	     -0.3527	      0.3628	      0.4498	      0.2150	      0.0758
