      1.0000	      0.2996	      0.1664	      0.3136	      0.1926	      0.1515	      0.2761	      0.2960	      0.1320	      0.1122	      0.1706	      0.2761	      0.2538	      0.0540	     -0.1404	     -0.0232	      0.5449	      0.5021	      0.3199	      0.0602	      0.3421	      0.2891	      0.2372	     -0.0813
      0.2996	      1.0000	      0.4797	      0.3386	      0.4463	      0.5452	      0.3695	      0.3563	      0.3543	      0.4546	      0.3986	      0.1380	      0.2060	     -0.0261	      0.2033	      0.2035	      0.5532	      0.6205	      0.4344	      0.2368	      0.3903	      0.3818	      0.3121	      0.2199
      0.1664	      0.4797	      1.0000	      0.6322	      0.3629	      0.4984	      0.2965	      0.4496	      0.3602	      0.4410	      0.3962	      0.1881	      0.2663	     -0.0270	      0.0458	      0.1240	      0.4088	      0.4722	      0.2345	      0.2273	      0.1745	      0.1447	     -0.0886	     -0.1373
      0.3136	      0.3386	      0.6322	      1.0000	      0.3371	      0.5590	      0.3361	      0.4849	      0.4703	      0.4688	      0.3758	      0.2332	      0.3051	     -0.0545	     -0.0134	      0.1083	      0.4545	      0.5193	      0.3429	      0.2823	      0.2502	      0.1131	     -0.2425	     -0.2176
      0.1926	      0.4463	      0.3629	      0.3371	      1.0000	      0.4926	      0.2329	      0.4380	      0.3007	      0.4363	      0.2236	      0.0207	      0.1348	     -0.1794	     -0.0854	     -0.0913	      0.3127	      0.3953	      0.4124	      0.1474	      0.1022	      0.1531	      0.1191	      0.0964
      0.1515	      0.5452	      0.4984	      0.5590	      0.4926	      1.0000	      0.3105	      0.3956	      0.5018	      0.3712	      0.2681	      0.1026	      0.0741	      0.0008	      0.0245	      0.1190	      0.4818	      0.4422	      0.2022	      0.2600	      0.3755	      0.1802	     -0.0169	      0.1101
      0.2761	      0.3695	      0.2965	      0.3361	      0.2329	      0.3105	      1.0000	      0.2438	      0.2695	      0.1313	      0.1179	      0.1969	      0.0421	     -0.0935	      0.1983	     -0.0839	      0.1580	      0.2669	      0.3136	      0.2725	      0.1661	      0.2352	      0.0123	      0.1578
      0.2960	      0.3563	      0.4496	      0.4849	      0.4380	      0.3956	      0.2438	      1.0000	      0.5807	      0.4803	      0.2226	      0.0777	      0.1618	      0.0944	      0.1809	     -0.0122	      0.3669	      0.3998	      0.2933	      0.1072	      0.2038	      0.1242	     -0.0310	     -0.1118
      0.1320	      0.3543	      0.3602	      0.4703	      0.3007	      0.5018	      0.2695	      0.5807	      1.0000	      0.4566	      0.2420	      0.1219	      0.0914	      0.0207	      0.2242	     -0.0763	      0.2385	      0.2343	      0.3830	      0.2653	      0.3431	      0.2904	     -0.0775	     -0.0537
      0.1122	      0.4546	      0.4410	      0.4688	      0.4363	      0.3712	      0.1313	      0.4803	      0.4566	      1.0000	      0.2783	      0.1423	      0.2192	      0.0385	      0.0929	      0.1736	      0.2444	      0.3210	      0.3594	      0.3106	      0.0307	      0.1062	      0.1116	     -0.0268
      0.1706	      0.3986	      0.3962	      0.3758	      0.2236	      0.2681	      0.1179	      0.2226	      0.2420	      0.2783	      1.0000	      0.1813	      0.4749	     -0.0227	      0.0452	     -0.0175	      0.3864	      0.4725	      0.1708	      0.0351	      0.1943	      0.2702	      0.1562	      0.0322
      0.2761	      0.1380	      0.1881	      0.2332	      0.0207	      0.1026	      0.1969	      0.0777	      0.1219	      0.1423	      0.1813	      1.0000	      0.2625	     -0.1270	      0.0438	      0.1618	      0.3012	      0.3714	      0.2310	     -0.1364	      0.0076	      0.0748	      0.0342	     -0.0954
      0.2538	      0.2060	      0.2663	      0.3051	      0.1348	      0.0741	      0.0421	      0.1618	      0.0914	      0.2192	      0.4749	      0.2625	      1.0000	     -0.0117	      0.1574	      0.0936	      0.3170	      0.3617	      0.0343	     -0.1947	      0.0772	      0.1606	      0.0424	     -0.1020
      0.0540	     -0.0261	     -0.0270	     -0.0545	     -0.1794	      0.0008	     -0.0935	      0.0944	      0.0207	      0.0385	     -0.0227	     -0.1270	     -0.0117	      1.0000	      0.1286	      0.0181	     -0.1234	     -0.1561	     -0.1418	     -0.0049	      0.1396	      0.1260	      0.1637	      0.1664
     -0.1404	      0.2033	      0.0458	     -0.0134	     -0.0854	      0.0245	      0.1983	      0.1809	      0.2242	      0.0929	      0.0452	      0.0438	      0.1574	      0.1286	      1.0000	      0.0400	     -0.0274	     -0.0370	      0.0139	      0.1714	      0.0645	      0.1642	      0.1670	      0.1687
     -0.0232	      0.2035	      0.1240	      0.1083	     -0.0913	      0.1190	     -0.0839	     -0.0122	     -0.0763	      0.1736	     -0.0175	      0.1618	      0.0936	      0.0181	      0.0400	      1.0000	      0.0726	      0.2023	     -0.0423	      0.1839	      0.2009	      0.0904	      0.0618	      0.2564
      0.5449	      0.5532	      0.4088	      0.4545	      0.3127	      0.4818	      0.1580	      0.3669	      0.2385	      0.2444	      0.3864	      0.3012	      0.3170	     -0.1234	     -0.0274	      0.0726	      1.0000	      0.7616	      0.1285	     -0.0549	      0.3172	      0.2554	     -0.0040	     -0.0996
      0.5021	      0.6205	      0.4722	      0.5193	      0.3953	      0.4422	      0.2669	      0.3998	      0.2343	      0.3210	      0.4725	      0.3714	      0.3617	     -0.1561	     -0.0370	      0.2023	      0.7616	      1.0000	      0.3102	      0.0060	      0.2760	      0.2097	      0.0701	     -0.2096
      0.3199	      0.4344	      0.2345	      0.3429	      0.4124	      0.2022	      0.3136	      0.2933	      0.3830	      0.3594	      0.1708	      0.2310	      0.0343	     -0.1418	      0.0139	     -0.0423	      0.1285	      0.3102	      1.0000	      0.4517	      0.2984	      0.2666	      0.1825	     -0.0227
      0.0602	      0.2368	      0.2273	      0.2823	      0.1474	      0.2600	      0.2725	      0.1072	      0.2653	      0.3106	      0.0351	     -0.1364	     -0.1947	     -0.0049	      0.1714	      0.1839	     -0.0549	      0.0060	      0.4517	      1.0000	      0.3366	      0.3673	      0.1412	      0.2719
      0.3421	      0.3903	      0.1745	      0.2502	      0.1022	      0.3755	      0.1661	      0.2038	      0.3431	      0.0307	      0.1943	      0.0076	      0.0772	      0.1396	      0.0645	      0.2009	      0.3172	      0.2760	      0.2984	      0.3366	      1.0000	      0.5262	      0.3614	      0.3456
      0.2891	      0.3818	      0.1447	      0.1131	      0.1531	      0.1802	      0.2352	      0.1242	      0.2904	      0.1062	      0.2702	      0.0748	      0.1606	      0.1260	      0.1642	      0.0904	      0.2554	      0.2097	      0.2666	      0.3673	      0.5262	      1.0000	      0.4501	      0.4583
      0.2372	      0.3121	     -0.0886	     -0.2425	      0.1191	     -0.0169	      0.0123	     -0.0310	     -0.0775	      0.1116	      0.1562	      0.0342	      0.0424	      0.1637	      0.1670	      0.0618	     -0.0040	      0.0701	      0.1825	      0.1412	      0.3614	      0.4501	      1.0000	      0.3618
     -0.0813	      0.2199	     -0.1373	     -0.2176	      0.0964	      0.1101	      0.1578	     -0.1118	     -0.0537	     -0.0268	      0.0322	     -0.0954	     -0.1020	      0.1664	      0.1687	      0.2564	     -0.0996	     -0.2096	     -0.0227	      0.2719	      0.3456	      0.4583	      0.3618	      1.0000
