      1.0000	      0.4551	      0.2226	      0.2911	      0.3628	      0.2606	      0.0617	      0.1412	      0.0674	      0.1782	      0.1185	     -0.1697	     -0.0061	     -0.2628	     -0.0480	     -0.0053	      0.1016	      0.2582	     -0.0740	      0.0258	     -0.0049	     -0.0005	     -0.3572	      0.1290
      0.4551	      1.0000	      0.0068	     -0.0005	      0.0782	      0.1512	      0.0364	      0.0783	     -0.0335	      0.0071	      0.1246	     -0.0193	      0.1150	     -0.1843	      0.0102	      0.2093	      0.0412	      0.1146	     -0.2598	     -0.1782	      0.0652	     -0.0057	     -0.1956	      0.1222
      0.2226	      0.0068	      1.0000	      0.5504	      0.5329	      0.4396	      0.4931	      0.2940	      0.2491	      0.1945	      0.1383	      0.1673	     -0.1079	     -0.1453	      0.1222	      0.0807	      0.2336	      0.1978	      0.0790	      0.1818	     -0.0857	     -0.0524	     -0.3831	     -0.1876
      0.2911	     -0.0005	      0.5504	      1.0000	      0.3824	      0.3453	      0.3452	      0.3888	      0.3029	      0.3921	     -0.0256	      0.0060	     -0.0347	     -0.0893	     -0.0307	     -0.0212	      0.0554	     -0.0359	      0.1353	      0.1589	     -0.1281	     -0.1175	     -0.2291	     -0.0421
      0.3628	      0.0782	      0.5329	      0.3824	      1.0000	      0.7026	      0.3368	      0.3727	      0.2799	      0.3161	      0.0765	      0.0236	     -0.0900	      0.0100	      0.0042	      0.0454	      0.3361	      0.2628	      0.1426	      0.2644	     -0.0810	     -0.1820	     -0.2817	     -0.2388
      0.2606	      0.1512	      0.4396	      0.3453	      0.7026	      1.0000	      0.4394	      0.2758	      0.3349	      0.3400	     -0.0239	      0.1464	     -0.0894	     -0.0552	      0.0441	      0.0426	      0.2058	      0.2012	      0.2362	      0.3578	     -0.0628	     -0.1204	     -0.1964	     -0.0852
      0.0617	      0.0364	      0.4931	      0.3452	      0.3368	      0.4394	      1.0000	      0.4573	      0.3618	      0.2893	     -0.0171	      0.2041	     -0.1066	     -0.1131	     -0.0824	      0.0002	      0.2699	      0.1134	      0.0567	      0.2251	     -0.1011	     -0.2230	     -0.2128	     -0.2848
      0.1412	      0.0783	      0.2940	      0.3888	      0.3727	      0.2758	      0.4573	      1.0000	      0.5911	      0.4948	      0.2225	     -0.0072	     -0.2475	     -0.1652	      0.0379	      0.1578	      0.2337	      0.1077	      0.0353	      0.0975	      0.0060	     -0.1594	     -0.0061	     -0.1344
      0.0674	     -0.0335	      0.2491	      0.3029	      0.2799	      0.3349	      0.3618	      0.5911	      1.0000	      0.6081	     -0.0338	      0.0028	     -0.2539	     -0.0652	     -0.1725	     -0.0855	      0.1739	     -0.0174	      0.2255	      0.3171	     -0.2857	     -0.2187	     -0.0443	     -0.1768
      0.1782	      0.0071	      0.1945	      0.3921	      0.3161	      0.3400	      0.2893	      0.4948	      0.6081	      1.0000	     -0.0281	     -0.0300	     -0.1751	     -0.1673	      0.0357	     -0.0305	      0.1439	     -0.0614	      0.0770	      0.2880	     -0.2209	     -0.0488	     -0.0872	     -0.1144
