CdH_left	1	
CdH_right	2	
CdT_left	3	
CdT_right	4	
Acb_left	5	
Acb_right	6	
GP_left	7	
GP_right	8	
MD_left	9	
MD_right	10	
Hi_left	11	
Hi_right	12	
Amy_left	13	
Amy_right	14	
ST_left	15	
ST_right	16	
dlPFC_left	17	
dlPFC_right	18	
med_OFC_left	19	
med_OFC_right	20	
ACC_left	21	
ACC_right	22	
PMC_left	23	
PMC_right	24	
Ig_left	25	
Ig_right	26	
