48.5,90.0,32.5
42.0,86.5,32.5
63.0,79.5,28.0
25.0,82.5,29.0
56.5,82.0,27.0
33.5,81.0,27.0
48.0,89.0,26.5
42.0,91.5,28.0
50.0,72.0,26.5
40.5,73.0,26.5
65.5,79.0,31.5
24.0,78.5,31.5
51.0,70.0,36.0
37.5,70.0,35.0
56.0,62.0,38.0
34.0,62.0,37.5
53.5,64.5,31.5
37.5,67.0,31.5
56.5,66.5,34.0
34.0,67.0,35.5
52.0,64.0,44.0
38.0,65.5,43.0
59.0,60.5,37.0
30.5,61.5,36.5
