24,81,55
19,73,40
43,61,66
47,81,64
66,54,60
67,48,65
71,48,47
73,51,58
62,39,57
55,25,58
46,53,54
49,39,41
73,33,31
68,63,17
67,69,20
52,68,31
52,68,44
31,66,33
58,53,28
57,61,27
46,62,30
45,53,28
